letter_id,from_id,from_name,to_id,to_name,date
SP_29/413_f.156,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-10
SP_44/64_f.3,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-05-10
SP_29/413_f.160,S007044,Charles Ray,E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-10
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2037-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-05-11
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2040-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028188,Lords Treasury,1680-05-11
SP_29/413_f.164,S024370,John Speke,S019862,Hugh Speke,1680-05-12
SP_44/51_f.342,E012119-S043025-T000000,Sir Leoline Jenkins,S043644,Sir Robert Carr,1680-05-12
SP_63/339_f.166,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-05-12
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2051-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-05-12
SP_29/413_f.175,S030829,Mayor and Aldermen of Bath,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-05-14
SP_29/413_f.169,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-14
SP_29/413_f.171,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-14
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2064-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-05-14
SP_63/341_f.2,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-05-14
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2065-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-05-14
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2067-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028188,Lords Treasury,1680-05-14
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2068-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S009384,Commissioners for plantation of kirks&#x2026;,1680-05-14
SP_29/413_f.184a,S012612,Dr. John Speed,E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-15
SP_29/413_f.180,E009630-S016026-T000000,"Gwyn, Francis",E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-05-15
SP_29/413_f.182a,S024431,John Strode,E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-15
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2083-cm,E019549-S039016-T000000,"Spencer, Robert",S027720,Lord Mayor,1680-05-15
SP_29/413_f.176,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-15
SP_29/413_f.178,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-15
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2082-cm,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-15
SP_63/341_f.4,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-05-15
SP_63/339_f.170,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-16
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2093-cm,E019549-S039016-T000000,"Spencer, Robert",S027720,Lord Mayor,1680-05-16
SP_29/413_f.188,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-16
SP_29/413_f.190,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-16
SP_29/413_f.192,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-16
SP_29/413_f.198,S022273,John Arnold,S019862,Hugh Speke,1680-05-17
SP_29/413_f.194,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-17
SP_29/413_f.196,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-17
SP_44/56_f.31,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-17
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2102-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027850,Lord President of the Council,1680-05-18
SP_63/341_f.5,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-05-18
SP_29/413_f.204,S022724,John Coggs,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-05-19
SP_29/413_f.206a,S003093,C. A. de Chastillon,E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-20
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2106-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-05-20
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2107-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028188,Lords Treasury,1680-05-20
SP_29/413_f.212a,S038635,Robert Hall,S008498,Colonel John Strode,1680-05-21
SP_44/64_f.5,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-05-21
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2121-cm,S034180,Newsletter,S021050,James Parkinson,1680-05-22
SP_63/341_f.6,E012119-S043025-T000000,Sir Leoline Jenkins,E002911-S031544-T000000,"Michael Boyle, Archbishop of Dublin",1680-05-22
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2120-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E014603-S035450-T000000,"Peter Mews, Bishop of Winchester",1680-05-22
SP_63/339_f.172,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-23
SP_44/62_f.17,E012119-S043025-T000000,Sir Leoline Jenkins,E019549-S039016-T000000,"Spencer, Robert",1680-05-23
SP_29/413_f.215,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-24
SP_44/62_f.19,E012119-S043025-T000000,Sir Leoline Jenkins,E019549-S039016-T000000,"Spencer, Robert",1680-05-24
SP_29/413_f.223,S013826,Edmund Harrison,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-05-25
SP_29/413_f.225a,S024472,John Tattnall,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-05-25
SP_29/413_f.217,E003344-S051199-T000000,William Bridgeman,E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-25
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2140-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E900860-S015130-T000000,"Leopold I, Holy Roman Emperor",1680-05-26
SP_44/64_f.7,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S002639,Bevil Skelton,1680-05-26
SP_44/62_f.21,E012119-S043025-T000000,Sir Leoline Jenkins,E019549-S039016-T000000,"Spencer, Robert",1680-05-27
SP_63/339_f.176,S028068,Lord-Lieutenant,E019549-S039016-T000000,"Spencer, Robert",1680-05-28
SP_29/413_f.233,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-28
SP_44/64_f.11,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-05-28
SP_29/413_f.237,E009630-S016026-T000000,"Gwyn, Francis",E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-05-29
SP_44/62_f.23,E012119-S043025-T000000,Sir Leoline Jenkins,E019549-S039016-T000000,"Spencer, Robert",1680-05-29
SP_29/413_f.241,S036930,Rev. Timothy Halton,E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-30
SP_29/413_f.239,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-05-30
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2158-cm,E019549-S039016-T000000,"Spencer, Robert",S022548,John Brisbane,1680-05-31
SP_63/339_f.180,S048382,Thomas McCreery,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-05-31
SP_29/413_f.243a,S011735,Deputy Lieutenants for Devon,E014781-S007490-T000000,"Monck, Christopher",1680-06-01
SP_89/14_f.74,S016155,Francis Parry,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-11
SP_44/64_f.13,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-06-01
SP_29/413_f.298a,S051321,William Charlton,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-06-30
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2176-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-06-01
SP_63/339_f.181,E921955-S041743-T000000,Sir George Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-02
SP_44/57_f.21,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S049835,Trustees of the Charterhouse,1680-06-02
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2189-cm,E019549-S039016-T000000,"Spencer, Robert",S022548,John Brisbane,1680-06-03
SP_44/51_f.348,E012119-S043025-T000000,Sir Leoline Jenkins,S017499,George Morton,1680-06-03
SP_44/62_f.25,E012119-S043025-T000000,Sir Leoline Jenkins,S042441,Sir John Bramston,1680-06-03
SP_29/413_f.249,S048911,Thomas Vivian,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-03
SP_29/413_f.250,E300097-S041251-T000000,Sir Edward Harley,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-04
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2196-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-06-05
SP_44/51_f.350,E012119-S043025-T000000,Sir Leoline Jenkins,E003555-S038426-T000000,"Robert Bruce, Earl of Elgin and Ailesbury",1680-06-05
SP_29/413_f.252,S054678,William Crosse,S019862,Hugh Speke,1680-06-05
SP_44/56_f.35,E019549-S039016-T000000,"Spencer, Robert",S008539,Colonel Legge,1680-06-07
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2200-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E005455-S001780-T000000,"Capel, Arthur",1680-06-07
SP_44/62_f.27,E012119-S043025-T000000,Sir Leoline Jenkins,S027260,Lord Chancellor,1680-06-07
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2200-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027832,Lord President,1680-06-07
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2202-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-06-07
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2198-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S030401,Master and Fellows of Christ&#x0027; College,1680-06-07
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2206-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S011533,Dean and Chapter of Salisbury,1680-06-08
SP_29/413_f.255,S030940,Mayor and Corporation of Winchelsea,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-06-09
SP_44/62_f.29,E012119-S043025-T000000,Sir Leoline Jenkins,E019549-S039016-T000000,"Spencer, Robert",1680-06-09
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2210-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-06-09
SP_29/413_f.258,S029245,Magistrates of Newcastle,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-10
SP_29/413_f.257,S038571,Robert Ferguson,S018633,Hannah Ferguson,1680-06-10
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2217-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-06-11
SP_63/339_f.183,E921955-S041743-T000000,Sir George Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-12
SP_63/341_f.8,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-06-12
SP_29/413_f.277,E003344-S051199-T000000,William Bridgeman,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-12
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2225-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-06-12
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2224-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028188,Lords Treasury,1680-06-12
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2221-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S049835,Trustees of the Charterhouse,1680-06-12
SP_29/413_f.279,E003555-S038426-T000000,"Robert Bruce, Earl of Elgin and Ailesbury",E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-13
SP_29/413_f.283,E916267-S019128-T000000,Henry Guy,E002620-S051125-T000000,William Blathwaite,1680-06-14
SP_29/413_f.288a,E600090-S019185-T000000,"Hyrne, Henry",E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-14
SP_29/413_f.286,S022959,"John Egerton, Earl of Bridgewater",E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-14
SP_29/413_f.281a,E003344-S051199-T000000,William Bridgeman,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-14
SP_89/14_f.76,S010791,Count of Miranda,S040180,Secretary of State,1680-06-15
SP_29/413_f.292,S030940,Mayor and Corporation of Winchelsea,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-06-15
SP_29/413_f.290a,E003344-S051199-T000000,William Bridgeman,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-15
SP_29/413_f.294a,S007421,Christopher Cratford,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-15
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2255-cm,E014087-S023729-T000000,"Maitland, John",S041693,Sir George Gordon of Haddo,1680-06-16
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2255-cm,E014087-S023729-T000000,"Maitland, John",E007121-S051497-T000000,"William Douglas, Duke of Queensberry",1680-06-16
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2255-cm,E014087-S023729-T000000,"Maitland, John",S007017,Charles Maitland,1680-06-16
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2255-cm,E014087-S023729-T000000,"Maitland, John",S000855,"Alexander Stewart, Earl of Moray",1680-06-16
SP_63/339_f.185,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-16
SP_63/339_f.187,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-16
SP_63/339_f.191,E921955-S041743-T000000,Sir George Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-16
SP_29/413_f.296,S042387,Sir Job Charleton,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-16
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2254-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S012895,Dr. Timothy Halton,1680-06-16
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2254-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S002456,Baylies and Council of Perth,1680-06-16
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2251-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028188,Lords Treasury,1680-06-16
SP_29/413_f.299,S022959,"John Egerton, Earl of Bridgewater",E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-18
SP_44/62_f.31,E012119-S043025-T000000,Sir Leoline Jenkins,S030812,Mayor &amp;c. of Dover,1680-06-18
SP_29/413_f.304,S015638,Five magistrates,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-19
SP_29/413_f.301a,S021132,James Sloane,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-19
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2268-cm,S025145,Joshua Bowes,S041503,Sir Francis Radcliffe,1680-06-19
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2267-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S008763,Colonel Stawell,1680-06-19
SP_29/413_f.306,S043539,Sir Richard Newdigate,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-20
SP_29/413_f.308a,S022959,"John Egerton, Earl of Bridgewater",E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-21
SP_44/64_f.15,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-06-21
SP_29/413_f.310,E000953-S038695-T000000,Robert Hooke,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-23
SP_29/413_f.312a,S050990,William Andrewes,S010399,Constance Magenis,1680-06-23
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2279-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S051236,"William Burke, Earl of Clanricarde",1680-06-23
SP_29/413_f.318,S025091,Joseph Radford,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-24
SP_29/413_f.318,S026629,Lewis Gillart,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-24
SP_29/413_f.318,S047754,Thomas Crouch,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-24
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2284-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S054736,Master and Fellows of Trinity Hall,1680-06-24
SP_29/413_f.314,S007421,Christopher Cratford,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-24
SP_29/413_f.320a,S038635,Robert Hall,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-25
SP_29/413_f.327,S034274,"Nicholas Cullen, Mayor of Dover",E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-26
SP_29/413_f.329,S038635,Robert Hall,E012119-S043025-T000000,Sir Leoline Jenkins,1680-06-26
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2292-cm,E019549-S039016-T000000,"Spencer, Robert",E009352-S023222-T000000,"John Grenville, Earl of Bath",1680-06-26
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2293-cm,E019549-S039016-T000000,"Spencer, Robert",S032394,Mr. Browne,1680-06-26
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2294-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E011771-S014372-T000000,"Hyde, Edward",1680-06-26
SP_63/341_f.11,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-06-26
SP_63/341_f.12,E012119-S043025-T000000,Sir Leoline Jenkins,E002911-S031544-T000000,"Michael Boyle, Archbishop of Dublin",1680-06-26
SP_44/62_f.33,E012119-S043025-T000000,Sir Leoline Jenkins,E019549-S039016-T000000,"Spencer, Robert",1680-06-27
SP_44/56_f.37,E019549-S039016-T000000,"Spencer, Robert",E012681-S030825-T000000,Mayor and Alderman of Hull,1680-06-28
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2303-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-06-28
SP_44/57_f.23,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S036813,Rector and Fellows of Exeter College,1680-06-28
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2301-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S055925,Humphrey Gower,1680-06-28
SP_63/339_f.193,S035572,Phelim ONeill,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-29
SP_44/51_f.358,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S010555,Corporation of Ludlow,1680-06-29
SP_29/413_f.331a,S014134,Edward Bourne,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-06-30
SP_63/339_f.194,E921955-S041743-T000000,Sir George Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-07-01
SP_29/414_f.83,S016055,Francis Jenks,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-07-31
SP_29/414_f.79,S018466,H. (?) Price,E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-31
SP_63/339_f.196,S029495,Major Joseph Stroude,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-07-01
SP_29/414_f.75,S051311,William Challoner,S027720,Lord Mayor,1680-07-31
SP_44/65_f.23,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S014724,Edwin Sandys,1680-07-31
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2385-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S018241,Governors of Clerkenwell Workhouse,1680-07-31
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2382-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S019168,Henry Howard,1680-07-31
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2388-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E009352-S023222-T000000,"John Grenville, Earl of Bath",1680-07-31
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2381-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S026978,Lieutenant-Colonel Kirke,1680-07-31
SP_44/65_f.7,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S026995,Lieutenant-Colonel Peircy Kirke,1680-07-31
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2510-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-07-31
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2494-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S029543,Major Oglethorpe,1680-07-31
